team_a_name,team_b_name,team_a_pos,team_b_pos,team_a_ft_result,team_b_ft_result,team_a_ht_result,team_b_ht_result,team_a_won_perc,team_b_won_perc,team_a_lost_perc,team_b_lost_perc,team_a_draw_perc,team_b_draw_perc,team_a_avg_game_goals,team_b_avg_game_goals,team_a_avg_goals_scored,team_b_avg_goals_scored,team_a_avg_goals_conc,team_b_avg_goals_conc,team_a_clean_sheet,team_b_clean_sheet,team_a_failed_to_score,team_b_failed_to_score,team_a_o1_team,team_b_o1_team,team_a_o1_team_ag,team_b_o1_team_ag,team_a_btts,team_b_btts,team_a_btts_02,team_b_btts_02,team_a_o0,team_b_o0,team_a_o1,team_b_o1,team_a_02,team_b_02,team_a_o3,team_b_o3,team_a_o4,team_b_o4,team_a_avg_goals_fh,team_b_avg_goals_fh,team_a_avg_goals_fh_scored,team_b_avg_goals_fh_scored,team_a_avg_goals_fh_conc,team_b_avg_goals_fh_conc,team_a_cs_fh,team_b_cs_fh,team_a_fts_fh,team_b_fts_fh,team_a_btts_fh,team_b_btts_fh,team_a_o0_fh,team_b_o0_fh,team_a_o1_fh,team_b_o1_fh,team_a_avg_goals_sh,team_b_avg_goals_sh,team_a_avg_goals_sh_scored,team_b_avg_goals_sh_scored,team_a_avg_goals_sh_conc,team_b_avg_goals_sh_conc,team_a_cs_sh,team_b_cs_sh,team_a_fts_sh,team_b_fts_sh,team_a_btts_sh,team_b_btts_sh,team_a_o0_sh,team_b_o0_sh,team_a_o1_sh,team_b_o1_sh,team_a_avg_game_corners,team_b_avg_game_corners,team_a_o7_game_corners,team_b_o7_game_corners,team_a_o8_game_corners,team_b_o8_game_corners,team_a_o9_game_corners,team_b_o9_game_corners,team_a_o10_game_corners,team_b_o10_game_corners,team_a_avg_game_corners_fh,team_b_avg_game_corners_fh,team_a_o2_corners_fh,team_b_o2_corners_fh,team_a_o3_corners_fh,team_b_o3_corners_fh,team_a_o4_corners_fh,team_b_o4_corners_fh,team_a_avg_game_corners_sh,team_b_avg_game_corners_sh,team_a_o3_corners_sh,team_b_o3_corners_sh,team_a_o4_corners_sh,team_b_o4_corners_sh,team_a_o5_corners_sh,team_b_o5_corners_sh,team_a_avg_corners_for,team_b_avg_corners_for,team_a_avg_corners_ag,team_b_avg_corners_ag,team_a_o3_team_corners,team_b_o3_team_corners,team_a_o4_team_corners,team_b_o4_team_corners,team_a_o5_team_corners,team_b_o5_team_corners,team_a_o0_team_corners_fh,team_b_o0_team_corners_fh,team_a_o1_team_corners_fh,team_b_o1_team_corners_fh,team_a_o2_team_corners_fh,team_b_o2_team_corners_fh,team_a_o3_team_corners_fh,team_b_o3_team_corners_fh,team_a_o0_team_corners_sh,team_b_o0_team_corners_sh,team_a_o1_team_corners_sh,team_b_o1_team_corners_sh,team_a_o2_team_corners_sh,team_b_o2_team_corners_sh,team_a_o3_team_corners_sh,team_b_o3_team_corners_sh,team_a_corners_result,team_b_corners_result,team_a_corners_result_fh,team_b_corners_result_fh,team_a_corners_result_sh,team_b_corners_result_sh,team_a_exp_goals,team_b_exp_goals,team_a_exp_goals_ag,team_b_exp_goals_ag,team_a_30_ht,team_b_30_ht,team_a_75_ft,team_b_75_ft
Norwich City,Newcastle United,1.0,0.55,0,3,0,2,0.2,0.4,0.6,0.6,0.2,0.0,3.2,2.6,1.0,1.0,2.2,1.6,0.2,0.2,0.2,0.4,0.2,0.4,0.6,0.2,0.6,0.4,0.4,0.4,1.0,1.0,1.0,0.6,0.6,0.4,0.6,0.2,0.0,0.2,1.2,1.2,0.4,0.8,0.8,0.4,0.4,0.6,0.6,0.4,0.0,0.4,1.0,0.6,0.2,0.6,2.0,1.4,0.6,0.2,1.4,1.2,0.2,0.4,0.4,0.8,0.4,0.0,1.0,0.8,0.6,0.2,12.0,11.0,1.0,0.8,1.0,0.8,1.0,0.6,0.6,0.6,6.8,5.8,1.0,1.0,0.8,0.8,0.8,0.8,5.2,5.2,0.8,0.6,0.6,0.6,0.4,0.4,4.4,4.6,7.6,6.4,0.8,0.6,0.4,0.6,0.2,0.4,1.0,1.0,0.6,0.6,0.4,0.4,0.2,0.2,1.0,1.0,1.0,0.8,0.2,0.4,0.0,0.0,2,3,1,2,1,1,0.79,0.62,1.73,2.13,0.4,0.6,0.8,0.6
Brentford,Tottenham Hotspur,0.6,0.25,0,0,0,0,0.4,0.6,0.4,0.4,0.2,0.0,1.8,3.2,1.0,2.4,0.8,0.8,0.6,0.6,0.4,0.2,0.4,0.8,0.4,0.2,0.2,0.2,0.2,0.2,0.8,1.0,0.8,0.8,0.2,0.6,0.0,0.6,0.0,0.2,0.4,1.6,0.0,1.2,0.4,0.4,0.8,0.8,1.0,0.2,0.0,0.2,0.2,0.8,0.2,0.4,1.4,1.6,1.0,1.2,0.4,0.4,0.8,0.6,0.4,0.2,0.2,0.2,0.6,1.0,0.6,0.4,10.8,9.8,1.0,1.0,1.0,1.0,0.8,0.4,0.6,0.2,5.8,4.6,1.0,1.0,1.0,1.0,0.8,0.4,5.0,5.2,0.8,1.0,0.8,0.8,0.4,0.4,4.2,4.8,6.6,5.0,0.6,0.6,0.4,0.6,0.4,0.4,1.0,1.0,0.8,0.6,0.2,0.2,0.0,0.0,1.0,1.0,0.6,1.0,0.4,0.4,0.2,0.4,12,8,8,3,4,5,1.46,1.23,1.02,0.85,0.2,0.4,0.4,0.4
Olympique Lyonnais,Montpellier,0.4,0.55,5,2,2,2,0.6,0.4,0.4,0.6,0.0,0.0,4.2,1.8,2.6,0.6,1.6,1.2,0.2,0.4,0.2,0.6,0.8,0.2,0.4,0.6,0.6,0.0,0.6,0.0,1.0,1.0,0.8,0.8,0.6,0.0,0.6,0.0,0.6,0.0,1.8,1.0,1.0,0.4,0.8,0.6,0.6,0.6,0.4,0.8,0.0,0.0,1.0,0.6,0.4,0.4,2.4,0.8,1.6,0.2,0.8,0.6,0.4,0.6,0.2,0.8,0.6,0.0,0.8,0.6,0.6,0.2,8.8,10.8,0.8,1.0,0.6,0.6,0.6,0.6,0.2,0.4,4.8,5.8,1.0,1.0,1.0,1.0,0.6,0.8,4.0,5.0,0.8,0.8,0.6,0.4,0.0,0.4,6.2,4.8,2.6,6.0,0.8,0.8,0.6,0.4,0.6,0.2,1.0,0.8,1.0,0.8,0.8,0.8,0.4,0.8,1.0,0.4,0.6,0.4,0.6,0.2,0.4,0.0,8,2,4,1,3,1,2.1,1.02,1.11,2.18,0.6,0.2,0.6,0.2
Saint-Étienne,Monaco,0.9,0.25,1,4,1,2,0.4,0.6,0.2,0.2,0.4,0.2,3.2,2.4,1.6,1.4,1.6,1.0,0.2,0.2,0.0,0.2,0.6,0.4,0.4,0.2,0.8,0.6,0.6,0.4,1.0,1.0,0.8,0.6,0.6,0.4,0.4,0.2,0.2,0.2,2.0,0.8,1.0,0.2,1.0,0.6,0.2,0.4,0.4,0.8,0.6,0.2,0.8,0.6,0.6,0.2,1.2,1.6,0.6,1.2,0.6,0.4,0.8,0.6,0.4,0.2,0.2,0.4,0.6,0.8,0.2,0.4,9.6,10.0,0.6,0.8,0.6,0.8,0.6,0.4,0.4,0.4,5.8,4.0,1.0,1.0,0.6,0.6,0.6,0.4,3.8,6.0,0.8,0.8,0.2,0.8,0.0,0.6,5.0,4.6,4.6,5.4,0.4,0.6,0.4,0.6,0.4,0.6,0.6,0.8,0.4,0.6,0.4,0.6,0.4,0.2,0.8,0.8,0.8,0.8,0.6,0.6,0.0,0.2,1,1,0,0,1,1,1.12,1.09,1.51,1.26,0.6,0.0,0.2,0.2
Paris Saint Germain,Lens,0.05,0.35,1,1,0,0,1.0,0.4,0.0,0.4,0.0,0.2,3.4,1.8,2.8,0.8,0.6,1.0,0.4,0.2,0.0,0.6,0.8,0.4,0.0,0.2,0.6,0.4,0.6,0.4,1.0,0.8,0.8,0.6,0.8,0.4,0.4,0.0,0.2,0.0,1.6,0.8,1.2,0.4,0.4,0.4,0.6,0.6,0.2,0.8,0.4,0.2,0.8,0.4,0.6,0.2,1.8,1.0,1.6,0.4,0.2,0.6,0.8,0.4,0.2,0.8,0.2,0.2,0.8,0.6,0.6,0.2,7.2,10.4,0.4,0.8,0.2,0.6,0.2,0.4,0.2,0.2,4.8,5.6,1.0,1.0,0.8,0.8,0.8,0.4,2.4,4.8,0.2,0.6,0.2,0.4,0.0,0.4,4.2,4.8,3.0,5.6,0.4,0.8,0.4,0.4,0.2,0.4,1.0,1.0,1.0,1.0,0.8,0.8,0.2,0.2,0.4,1.0,0.4,0.4,0.2,0.4,0.2,0.0,4,3,2,1,2,2,1.12,1.28,1.51,1.4,0.4,0.4,0.4,0.4
RB Leipzig,FC Union Berlin,0.16666666666666666,0.3333333333333333,1,2,0,0,0.6,0.2,0.0,0.8,0.4,0.0,2.2,2.6,1.8,0.8,0.4,1.8,0.6,0.0,0.2,0.8,0.6,0.2,0.0,0.4,0.4,0.2,0.2,0.2,0.8,1.0,0.8,0.6,0.4,0.4,0.2,0.4,0.0,0.2,1.0,1.2,0.8,0.2,0.2,1.0,0.8,0.4,0.6,0.8,0.0,0.0,0.6,0.8,0.2,0.2,1.2,1.4,1.0,0.6,0.2,0.8,0.8,0.2,0.4,0.8,0.2,0.2,0.6,0.8,0.4,0.2,6.2,10.2,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.2,2.4,5.8,0.6,0.8,0.2,0.8,0.2,0.8,3.8,4.4,0.6,0.6,0.2,0.4,0.2,0.2,3.6,6.0,2.6,4.2,0.6,0.8,0.2,0.6,0.0,0.6,0.6,0.6,0.2,0.6,0.2,0.6,0.0,0.4,1.0,1.0,1.0,0.8,0.4,0.6,0.2,0.4,2,5,0,0,2,5,2.22,1.17,1.6,1.51,0.4,0.4,0.6,0.2
Eintracht Frankfurt,TSG Hoffenheim,0.5555555555555556,0.4444444444444444,2,2,1,1,0.2,0.4,0.6,0.6,0.2,0.0,1.8,2.4,0.6,0.6,1.2,1.8,0.2,0.2,0.6,0.6,0.2,0.2,0.4,0.6,0.4,0.2,0.4,0.2,0.8,1.0,0.6,0.8,0.4,0.6,0.0,0.0,0.0,0.0,0.6,1.0,0.0,0.0,0.6,1.0,0.4,0.4,1.0,1.0,0.0,0.0,0.6,0.6,0.0,0.2,1.2,1.4,0.6,0.6,0.6,0.8,0.4,0.6,0.6,0.6,0.2,0.0,0.8,0.8,0.4,0.6,9.6,6.0,0.8,0.2,0.8,0.0,0.6,0.0,0.4,0.0,5.0,1.6,0.6,0.2,0.6,0.0,0.6,0.0,4.6,4.4,1.0,0.8,0.2,0.4,0.2,0.2,6.4,2.6,3.2,3.4,0.6,0.2,0.6,0.2,0.6,0.2,1.0,0.6,0.6,0.2,0.4,0.2,0.4,0.0,1.0,0.8,0.4,0.6,0.4,0.2,0.4,0.0,9,7,0,0,9,7,1.52,1.73,1.88,2.27,0.0,0.6,0.2,0.4
SC Freiburg,Borussia Mönchengladbach,0.2777777777777778,0.6666666666666666,3,3,0,2,0.6,0.4,0.2,0.4,0.2,0.2,3.6,3.4,2.2,1.4,1.4,2.0,0.4,0.4,0.0,0.2,0.6,0.6,0.4,0.4,0.6,0.4,0.4,0.2,1.0,1.0,1.0,1.0,0.8,0.4,0.4,0.4,0.4,0.4,1.2,2.25,1.0,1.25,0.2,1.0,0.8,0.25,0.4,0.25,0.0,0.5,0.8,1.0,0.4,1.0,2.4,1.5,1.2,0.0,1.2,1.5,0.6,0.5,0.0,1.0,0.4,0.0,1.0,0.5,0.6,0.5,9.6,10.2,0.6,0.8,0.6,0.6,0.6,0.6,0.4,0.2,4.8,6.0,0.8,1.0,0.8,1.0,0.6,0.8,4.8,4.2,0.8,0.4,0.8,0.4,0.4,0.2,4.8,4.6,4.8,6.0,0.6,0.6,0.6,0.6,0.6,0.2,1.0,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.8,0.8,0.6,0.4,0.2,0.2,0.2,8,0,0,0,8,0,1.81,1.49,0.96,2.41,0.4,0.6,0.6,0.4
FC Köln,DSC Arminia Bielefeld,0.3888888888888889,0.9444444444444444,3,1,2,1,0.6,0.0,0.2,1.0,0.2,0.0,2.0,2.8,1.2,0.0,0.8,2.8,0.4,0.0,0.2,1.0,0.2,0.0,0.2,0.8,0.4,0.0,0.2,0.0,1.0,1.0,0.4,0.8,0.2,0.6,0.2,0.4,0.2,0.0,0.8,1.2,0.4,0.0,0.4,1.2,0.6,0.0,0.6,1.0,0.2,0.0,0.6,1.0,0.2,0.2,1.2,1.6,0.8,0.0,0.4,1.6,0.6,0.2,0.6,1.0,0.2,0.0,0.6,0.8,0.2,0.6,11.4,9.2,0.8,0.6,0.8,0.6,0.8,0.2,0.8,0.2,4.4,5.8,0.8,1.0,0.8,0.8,0.6,0.4,7.0,3.4,1.0,0.6,0.8,0.4,0.8,0.0,6.4,2.8,5.0,6.4,1.0,0.2,0.8,0.2,0.6,0.0,0.8,0.6,0.6,0.4,0.4,0.0,0.2,0.0,1.0,1.0,1.0,0.6,1.0,0.2,0.8,0.0,5,10,0,0,5,10,1.51,0.8,1.1,1.44,0.2,0.2,0.4,0.4
SpVgg Greuther Fürth,Bayer 04 Leverkusen,1.0,0.2222222222222222,1,4,1,2,0.2,0.4,0.4,0.2,0.4,0.4,2.8,3.2,0.8,2.0,2.0,1.2,0.2,0.4,0.4,0.2,0.2,0.6,0.4,0.4,0.6,0.6,0.4,0.4,0.8,0.8,0.8,0.8,0.4,0.4,0.2,0.4,0.2,0.4,1.6,1.4,0.4,1.0,1.2,0.4,0.6,0.6,0.6,0.4,0.2,0.4,0.6,0.6,0.4,0.4,1.2,1.8,0.4,1.0,0.8,0.8,0.4,0.6,0.6,0.4,0.4,0.4,0.6,0.6,0.6,0.6,11.2,9.8,0.8,0.8,0.6,0.6,0.6,0.4,0.6,0.4,5.6,3.6,0.8,0.8,0.8,0.6,0.8,0.2,5.6,6.2,0.6,1.0,0.6,0.8,0.4,0.4,3.8,4.0,7.4,5.8,0.4,0.4,0.4,0.4,0.4,0.4,0.8,1.0,0.6,0.4,0.2,0.2,0.0,0.2,0.6,0.8,0.4,0.4,0.4,0.2,0.4,0.2,6,3,0,0,6,3,1.14,1.31,1.86,1.47,0.2,0.4,0.2,0.6
FC Bayern München,Borussia Dortmund,0.05555555555555555,0.1111111111111111,3,1,2,0,0.8,0.6,0.0,0.0,0.2,0.4,3.4,2.0,2.6,1.6,0.8,0.4,0.4,0.6,0.0,0.0,0.6,0.4,0.2,0.0,0.6,0.4,0.4,0.0,1.0,1.0,0.8,0.8,0.6,0.2,0.6,0.0,0.4,0.0,1.8,1.2,1.2,1.0,0.6,0.2,0.4,0.8,0.4,0.2,0.4,0.2,0.8,0.8,0.6,0.4,1.6,0.8,1.4,0.6,0.2,0.2,0.8,0.8,0.2,0.4,0.2,0.0,0.8,0.8,0.4,0.0,6.4,9.6,0.4,0.8,0.4,0.8,0.2,0.6,0.0,0.2,2.6,4.6,0.4,0.8,0.2,0.8,0.0,0.6,3.8,5.0,0.6,0.6,0.4,0.4,0.2,0.4,4.2,5.0,2.2,4.6,0.4,1.0,0.4,1.0,0.4,0.0,0.8,0.8,0.6,0.8,0.2,0.6,0.0,0.0,0.8,1.0,0.6,1.0,0.6,0.4,0.4,0.2,3,1,1,0,2,1,2.92,1.82,0.72,1.87,0.8,0.4,0.4,0.4
Torino,Spezia,0.55,0.75,2,1,1,0,0.0,0.0,0.4,0.6,0.6,0.4,2.0,2.6,0.8,0.8,1.2,1.8,0.2,0.2,0.2,0.4,0.0,0.2,0.4,0.6,0.8,0.6,0.4,0.6,0.8,0.8,0.8,0.6,0.4,0.6,0.0,0.4,0.0,0.2,1.0,1.8,0.6,0.8,0.4,1.0,0.6,0.2,0.4,0.4,0.2,0.6,0.8,0.8,0.2,0.6,1.0,0.8,0.2,0.0,0.8,0.8,0.2,0.6,0.8,1.0,0.2,0.0,0.8,0.4,0.2,0.2,8.8,9.4,0.4,1.0,0.4,0.6,0.4,0.4,0.4,0.4,3.4,5.0,0.6,0.8,0.4,0.8,0.4,0.6,5.4,4.4,0.8,0.6,0.6,0.6,0.6,0.2,5.0,3.2,3.8,6.2,0.8,0.6,0.4,0.2,0.4,0.2,1.0,0.6,0.6,0.6,0.6,0.2,0.0,0.2,1.0,0.6,0.6,0.6,0.4,0.0,0.4,0.0,5,6,3,1,2,5,1.97,0.43,1.05,2.76,0.2,0.4,0.4,0.4
Venezia,Atalanta,0.95,0.4,1,3,0,1,0.0,0.2,0.8,0.6,0.2,0.2,2.8,1.2,0.6,0.4,2.2,0.8,0.0,0.4,0.4,0.6,0.0,0.0,0.8,0.2,0.6,0.2,0.4,0.2,1.0,0.8,1.0,0.2,0.4,0.2,0.2,0.0,0.2,0.0,1.8,0.4,0.4,0.0,1.4,0.4,0.2,0.6,0.6,1.0,0.4,0.0,0.8,0.4,0.6,0.0,1.0,0.8,0.2,0.4,0.8,0.4,0.4,0.6,0.8,0.6,0.2,0.2,0.6,0.6,0.4,0.2,11.8,8.4,0.8,0.6,0.6,0.6,0.6,0.2,0.6,0.2,4.4,4.0,1.0,0.6,0.6,0.6,0.4,0.4,7.2,4.4,1.0,0.6,0.6,0.4,0.6,0.2,5.2,3.2,6.6,5.2,0.6,0.2,0.6,0.2,0.6,0.2,1.0,0.8,0.6,0.4,0.4,0.4,0.2,0.0,1.0,0.6,0.8,0.4,0.6,0.2,0.6,0.2,0,7,0,6,0,1,1.02,2.08,2.77,1.11,0.6,0.2,0.4,0.4
Inter,Roma,0.1,0.25,3,1,2,0,0.4,0.4,0.4,0.0,0.2,0.6,2.8,2.0,1.8,1.2,1.0,0.8,0.4,0.4,0.2,0.0,0.4,0.2,0.4,0.2,0.4,0.6,0.2,0.2,1.0,1.0,1.0,0.6,0.4,0.2,0.2,0.2,0.2,0.0,1.4,0.8,1.0,0.4,0.4,0.4,0.8,0.6,0.4,0.6,0.0,0.0,0.8,0.8,0.6,0.0,1.4,1.2,0.8,0.8,0.6,0.4,0.6,0.8,0.6,0.2,0.2,0.2,0.6,0.8,0.6,0.2,10.8,8.8,1.0,0.8,0.8,0.6,0.8,0.4,0.6,0.0,6.2,4.6,1.0,1.0,1.0,0.6,1.0,0.4,4.6,4.2,0.8,0.8,0.6,0.2,0.2,0.2,7.8,4.8,3.0,4.0,1.0,0.8,1.0,0.4,0.8,0.2,1.0,1.0,1.0,0.8,0.8,0.4,0.8,0.0,1.0,1.0,0.8,0.8,0.8,0.2,0.4,0.2,4,3,2,2,2,1,2.84,2.22,0.68,1.0,0.4,0.2,0.2,0.8
Hellas Verona,Sampdoria,0.45,0.8,1,1,0,1,0.8,0.2,0.2,0.8,0.0,0.0,3.0,2.4,2.2,0.6,0.8,1.8,0.4,0.2,0.0,0.6,0.6,0.2,0.2,0.6,0.6,0.2,0.6,0.2,1.0,1.0,0.8,0.8,0.8,0.4,0.4,0.2,0.0,0.0,1.2,1.6,0.8,0.6,0.4,1.0,0.6,0.4,0.4,0.6,0.2,0.2,0.8,0.8,0.4,0.6,1.8,0.8,1.4,0.0,0.4,0.8,0.6,0.6,0.2,1.0,0.4,0.0,0.8,0.4,0.6,0.4,8.6,8.2,0.8,0.4,0.6,0.4,0.2,0.2,0.0,0.2,4.0,4.0,0.8,0.6,0.6,0.4,0.4,0.4,4.6,4.2,1.0,0.8,0.4,0.2,0.2,0.2,3.8,1.8,4.8,6.4,0.4,0.4,0.4,0.0,0.2,0.0,0.8,0.6,0.6,0.4,0.2,0.2,0.0,0.0,1.0,0.4,0.6,0.2,0.4,0.0,0.2,0.0,4,5,2,3,2,2,1.53,1.47,1.43,1.83,0.4,0.2,0.8,0.4
Brighton & Hove Albion,Southampton,0.6,0.65,2,2,2,1,0.0,0.2,0.8,0.4,0.2,0.4,1.8,3.0,0.0,1.0,1.8,2.0,0.2,0.0,1.0,0.4,0.0,0.2,0.8,0.6,0.0,0.6,0.0,0.2,0.8,1.0,0.8,1.0,0.2,0.4,0.0,0.4,0.0,0.2,1.0,1.6,0.0,0.2,1.0,1.4,0.2,0.0,1.0,0.8,0.0,0.2,0.8,1.0,0.2,0.6,0.8,1.4,0.0,0.8,0.8,0.6,0.2,0.6,1.0,0.4,0.0,0.2,0.8,0.8,0.0,0.4,10.2,11.4,1.0,0.8,0.8,0.8,0.4,0.8,0.4,0.6,4.2,5.4,1.0,0.8,1.0,0.6,0.2,0.6,6.0,6.0,1.0,0.6,0.6,0.4,0.4,0.4,7.0,7.2,3.2,4.2,1.0,1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.6,0.8,0.6,0.6,0.4,0.4,1.0,1.0,1.0,1.0,1.0,0.4,0.6,0.4,6,6,4,3,2,3,1.41,0.98,1.5,1.71,0.4,0.4,0.0,0.2
Burnley,Wolverhampton Wanderers,0.9,0.4,1,0,0,0,0.4,0.4,0.6,0.6,0.0,0.0,3.0,1.6,1.0,0.8,2.0,0.8,0.2,0.4,0.6,0.4,0.4,0.2,0.8,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,0.4,0.4,0.2,0.4,0.0,0.2,0.0,1.4,0.6,0.6,0.6,0.8,0.0,0.6,1.0,0.6,0.6,0.2,0.0,0.6,0.4,0.6,0.2,1.6,1.0,0.4,0.2,1.2,0.8,0.6,0.4,0.8,0.8,0.0,0.0,0.6,0.8,0.6,0.2,13.0,7.4,0.8,0.6,0.8,0.4,0.6,0.2,0.6,0.0,7.2,2.6,1.0,0.4,1.0,0.2,1.0,0.2,5.8,4.8,0.6,0.6,0.6,0.6,0.6,0.6,6.2,3.2,6.8,4.2,0.8,0.4,0.8,0.2,0.6,0.0,1.0,0.6,0.8,0.0,0.6,0.0,0.6,0.0,0.6,1.0,0.6,0.8,0.4,0.4,0.4,0.2,3,6,1,3,2,3,1.62,0.76,1.29,1.85,0.4,0.0,0.4,0.2
Chelsea,West Ham United,0.15,0.35,1,0,0,0,0.4,0.0,0.4,0.8,0.2,0.2,3.6,2.4,1.6,0.6,2.0,1.8,0.4,0.0,0.0,0.6,0.6,0.2,0.6,0.6,0.6,0.4,0.6,0.4,1.0,1.0,0.8,0.6,0.6,0.4,0.6,0.4,0.4,0.0,1.6,1.2,0.8,0.4,0.8,0.8,0.6,0.4,0.6,0.6,0.4,0.4,0.4,0.6,0.4,0.4,2.0,1.2,0.8,0.2,1.2,1.0,0.6,0.2,0.4,0.8,0.2,0.2,0.8,0.8,0.6,0.4,12.2,8.6,0.8,0.8,0.8,0.6,0.6,0.4,0.6,0.0,6.0,4.8,1.0,0.8,1.0,0.8,0.8,0.8,6.2,3.8,0.6,0.4,0.6,0.4,0.6,0.0,8.2,4.4,4.0,4.2,1.0,0.6,1.0,0.4,1.0,0.4,1.0,0.8,1.0,0.6,0.8,0.4,0.8,0.2,1.0,1.0,0.8,0.8,0.6,0.6,0.4,0.0,3,1,1,1,2,0,2.37,1.09,1.12,1.85,0.4,0.4,0.6,0.6
Liverpool,Everton,0.1,0.9,2,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,3.4,3.8,3.2,0.8,0.2,3.0,0.8,0.0,0.0,0.4,0.8,0.2,0.0,1.0,0.2,0.6,0.2,0.6,1.0,1.0,0.8,1.0,0.6,0.8,0.6,0.6,0.2,0.4,1.4,1.8,1.4,0.6,0.0,1.2,1.0,0.2,0.2,0.6,0.0,0.4,0.8,0.8,0.4,0.6,2.0,2.0,1.8,0.2,0.2,1.8,0.8,0.0,0.2,0.8,0.2,0.2,0.8,1.0,0.6,1.0,9.8,8.8,0.8,0.6,0.8,0.2,0.8,0.2,0.6,0.2,6.2,4.4,0.8,0.8,0.8,0.6,0.8,0.4,3.6,4.4,0.4,0.6,0.2,0.4,0.0,0.2,6.8,3.6,3.0,5.2,1.0,0.6,0.6,0.2,0.6,0.2,1.0,0.8,0.8,0.2,0.8,0.0,0.6,0.0,1.0,1.0,0.8,0.8,0.6,0.4,0.2,0.2,13,1,3,1,10,0,2.72,1.09,0.58,1.93,0.2,0.8,0.8,0.6
Rennes,Lorient,0.2,0.75,5,0,2,0,0.8,0.4,0.2,0.4,0.0,0.2,4.2,2.4,3.2,1.0,1.0,1.4,0.4,0.6,0.0,0.2,1.0,0.2,0.2,0.4,0.6,0.4,0.6,0.4,1.0,0.8,1.0,0.6,0.6,0.4,0.6,0.2,0.6,0.2,2.0,0.4,1.6,0.0,0.4,0.4,0.6,0.8,0.0,1.0,0.4,0.0,1.0,0.2,0.6,0.2,2.2,2.0,1.6,1.0,0.6,1.0,0.6,0.6,0.0,0.2,0.4,0.4,1.0,0.8,0.6,0.6,10.2,7.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.2,5.8,3.4,0.8,0.8,0.6,0.4,0.6,0.2,4.4,4.0,0.8,0.4,0.6,0.4,0.0,0.4,7.0,2.4,3.2,5.0,1.0,0.2,1.0,0.2,1.0,0.2,1.0,0.8,1.0,0.2,0.8,0.0,0.6,0.0,1.0,0.6,0.8,0.2,0.6,0.2,0.4,0.2,2,4,1,2,0,2,2.84,1.11,1.1,1.54,0.6,0.0,1.0,0.6
Clermont,Angers SCO,0.85,0.7,2,2,0,2,0.0,0.0,0.8,0.8,0.2,0.2,3.8,3.4,1.0,1.0,2.8,2.4,0.0,0.0,0.2,0.4,0.2,0.4,0.8,0.6,0.8,0.6,0.6,0.4,1.0,1.0,1.0,0.8,0.6,0.4,0.4,0.4,0.4,0.4,1.4,1.6,0.6,0.6,0.8,1.0,0.4,0.2,0.4,0.6,0.4,0.2,0.8,1.0,0.4,0.2,2.4,1.8,0.4,0.4,2.0,1.4,0.2,0.2,0.8,0.8,0.2,0.2,0.8,0.8,0.8,0.4,8.6,12.2,0.6,1.0,0.6,0.8,0.4,0.6,0.4,0.6,4.2,6.4,0.6,1.0,0.4,1.0,0.4,0.6,4.4,5.8,0.6,1.0,0.4,0.8,0.4,0.2,4.2,4.2,4.4,8.0,0.6,0.6,0.6,0.6,0.4,0.2,0.8,0.8,0.6,0.4,0.2,0.4,0.2,0.2,0.8,1.0,0.6,0.8,0.4,0.4,0.4,0.2,4,4,2,3,2,1,1.03,1.19,1.21,1.21,0.8,0.2,0.6,0.6
Metz,Brest,1.0,0.6,0,1,0,1,0.0,0.4,0.4,0.4,0.6,0.2,1.6,2.0,0.6,1.0,1.0,1.0,0.4,0.2,0.4,0.2,0.0,0.2,0.4,0.2,0.6,0.6,0.4,0.4,0.6,1.0,0.6,0.6,0.4,0.4,0.0,0.0,0.0,0.0,0.6,1.2,0.2,0.4,0.4,0.8,0.6,0.4,0.8,0.6,0.2,0.4,0.4,0.6,0.2,0.4,1.0,0.8,0.4,0.6,0.6,0.2,0.6,0.8,0.6,0.6,0.4,0.2,0.4,0.4,0.4,0.2,9.0,10.0,0.8,0.6,0.8,0.6,0.2,0.6,0.2,0.4,4.6,4.6,1.0,0.8,0.6,0.8,0.2,0.4,4.4,5.4,0.6,0.4,0.6,0.4,0.4,0.2,2.8,5.0,6.2,5.0,0.2,0.6,0.2,0.6,0.0,0.4,0.2,0.8,0.2,0.4,0.2,0.4,0.0,0.0,0.6,0.8,0.6,0.8,0.6,0.4,0.2,0.2,4,7,1,1,3,6,0.91,1.7,1.51,1.64,0.2,0.6,0.2,0.2
