team_a_name,team_b_name,team_a_pos,team_b_pos,team_a_ft_result,team_b_ft_result,team_a_ht_result,team_b_ht_result,team_a_won_perc,team_b_won_perc,team_a_lost_perc,team_b_lost_perc,team_a_draw_perc,team_b_draw_perc,team_a_avg_game_goals,team_b_avg_game_goals,team_a_avg_goals_scored,team_b_avg_goals_scored,team_a_avg_goals_conc,team_b_avg_goals_conc,team_a_clean_sheet,team_b_clean_sheet,team_a_failed_to_score,team_b_failed_to_score,team_a_o1_team,team_b_o1_team,team_a_o1_team_ag,team_b_o1_team_ag,team_a_btts,team_b_btts,team_a_btts_02,team_b_btts_02,team_a_o0,team_b_o0,team_a_o1,team_b_o1,team_a_02,team_b_02,team_a_o3,team_b_o3,team_a_o4,team_b_o4,team_a_avg_goals_fh,team_b_avg_goals_fh,team_a_avg_goals_fh_scored,team_b_avg_goals_fh_scored,team_a_avg_goals_fh_conc,team_b_avg_goals_fh_conc,team_a_cs_fh,team_b_cs_fh,team_a_fts_fh,team_b_fts_fh,team_a_btts_fh,team_b_btts_fh,team_a_o0_fh,team_b_o0_fh,team_a_o1_fh,team_b_o1_fh,team_a_avg_goals_sh,team_b_avg_goals_sh,team_a_avg_goals_sh_scored,team_b_avg_goals_sh_scored,team_a_avg_goals_sh_conc,team_b_avg_goals_sh_conc,team_a_cs_sh,team_b_cs_sh,team_a_fts_sh,team_b_fts_sh,team_a_btts_sh,team_b_btts_sh,team_a_o0_sh,team_b_o0_sh,team_a_o1_sh,team_b_o1_sh,team_a_avg_game_corners,team_b_avg_game_corners,team_a_o7_game_corners,team_b_o7_game_corners,team_a_o8_game_corners,team_b_o8_game_corners,team_a_o9_game_corners,team_b_o9_game_corners,team_a_o10_game_corners,team_b_o10_game_corners,team_a_avg_game_corners_fh,team_b_avg_game_corners_fh,team_a_o2_corners_fh,team_b_o2_corners_fh,team_a_o3_corners_fh,team_b_o3_corners_fh,team_a_o4_corners_fh,team_b_o4_corners_fh,team_a_avg_game_corners_sh,team_b_avg_game_corners_sh,team_a_o3_corners_sh,team_b_o3_corners_sh,team_a_o4_corners_sh,team_b_o4_corners_sh,team_a_o5_corners_sh,team_b_o5_corners_sh,team_a_avg_corners_for,team_b_avg_corners_for,team_a_avg_corners_ag,team_b_avg_corners_ag,team_a_o3_team_corners,team_b_o3_team_corners,team_a_o4_team_corners,team_b_o4_team_corners,team_a_o5_team_corners,team_b_o5_team_corners,team_a_o0_team_corners_fh,team_b_o0_team_corners_fh,team_a_o1_team_corners_fh,team_b_o1_team_corners_fh,team_a_o2_team_corners_fh,team_b_o2_team_corners_fh,team_a_o3_team_corners_fh,team_b_o3_team_corners_fh,team_a_o0_team_corners_sh,team_b_o0_team_corners_sh,team_a_o1_team_corners_sh,team_b_o1_team_corners_sh,team_a_o2_team_corners_sh,team_b_o2_team_corners_sh,team_a_o3_team_corners_sh,team_b_o3_team_corners_sh,team_a_corners_result,team_b_corners_result,team_a_corners_result_fh,team_b_corners_result_fh,team_a_corners_result_sh,team_b_corners_result_sh,team_a_exp_goals,team_b_exp_goals,team_a_exp_goals_ag,team_b_exp_goals_ag,team_a_30_ht,team_b_30_ht,team_a_75_ft,team_b_75_ft
Saint-Étienne,Olympique Marseille,0.6,0.25,1,0,1,0,0.2,0.2,0.6,0.4,0.2,0.4,3.8,3.4,1.6,1.4,2.2,2.0,0.0,0.0,0.2,0.4,0.4,0.4,0.6,0.6,0.8,0.6,0.6,0.4,1.0,1.0,1.0,1.0,0.8,0.6,0.6,0.4,0.4,0.2,1.6,1.4,0.8,0.8,0.8,0.6,0.4,0.4,0.4,0.6,0.4,0.4,0.8,0.6,0.4,0.4,2.2,2.0,0.8,0.6,1.4,1.4,0.2,0.2,0.4,0.4,0.4,0.4,1.0,1.0,1.0,0.8,8.6,8.6,0.6,0.6,0.4,0.6,0.4,0.4,0.4,0.4,4.2,3.4,0.8,0.6,0.8,0.6,0.4,0.2,4.4,5.2,0.6,0.6,0.4,0.6,0.2,0.6,4.8,2.4,3.8,6.2,0.4,0.2,0.4,0.2,0.2,0.0,1.0,0.6,0.6,0.2,0.4,0.0,0.2,0.0,0.8,1.0,0.4,0.2,0.2,0.2,0.2,0.2,10,4,9,0,1,4,2.04,1.1,1.63,1.68,0.2,0.6,1.0,0.8
Metz,Nîmes,0.45,0.95,0,3,0,0,0.0,0.4,1.0,0.4,0.0,0.2,2.8,2.6,0.6,1.4,2.2,1.2,0.0,0.2,0.4,0.0,0.0,0.4,0.8,0.4,0.6,0.8,0.6,0.6,1.0,1.0,0.8,1.0,0.6,0.6,0.4,0.0,0.0,0.0,1.2,1.4,0.2,0.6,1.0,0.8,0.2,0.2,0.8,0.6,0.2,0.4,0.8,0.8,0.4,0.4,1.6,1.2,0.4,0.8,1.2,0.4,0.2,0.6,0.6,0.4,0.4,0.4,0.8,0.6,0.6,0.6,10.0,7.6,0.6,0.6,0.6,0.4,0.6,0.4,0.4,0.2,5.8,2.6,1.0,0.6,1.0,0.0,0.6,0.0,4.2,5.0,0.6,0.8,0.4,0.6,0.4,0.4,5.6,2.8,4.4,4.8,0.8,0.4,0.6,0.4,0.6,0.4,0.8,0.6,0.8,0.2,0.6,0.0,0.4,0.0,1.0,0.6,0.8,0.4,0.4,0.4,0.0,0.4,0,6,0,4,0,2,1.18,1.6,1.7,1.52,0.6,0.2,0.8,0.4
Angers SCO,Dijon,0.65,1.0,3,0,1,0,0.0,0.0,0.6,1.0,0.4,0.0,2.2,3.6,0.6,0.6,1.6,3.0,0.0,0.0,0.6,0.4,0.2,0.0,0.4,1.0,0.4,0.6,0.2,0.6,1.0,1.0,0.6,1.0,0.4,0.8,0.2,0.4,0.0,0.2,0.8,1.6,0.4,0.4,0.4,1.2,0.6,0.2,0.8,0.6,0.2,0.4,0.4,0.8,0.2,0.4,1.4,2.0,0.2,0.2,1.2,1.8,0.0,0.2,0.8,0.8,0.2,0.2,1.0,0.8,0.4,0.6,8.0,9.0,0.4,1.0,0.4,0.6,0.2,0.4,0.2,0.0,3.8,4.8,0.6,0.8,0.2,0.6,0.2,0.6,4.2,4.2,0.4,0.6,0.4,0.4,0.4,0.2,4.4,3.2,3.6,5.8,0.8,0.6,0.4,0.2,0.4,0.0,0.8,1.0,0.6,0.2,0.4,0.2,0.0,0.0,1.0,0.8,0.8,0.4,0.4,0.4,0.2,0.2,1,4,0,2,1,2,0.75,0.73,1.11,2.04,0.2,0.4,0.6,0.6
Nice,Brest,0.5,0.7,3,2,1,2,0.6,0.2,0.2,0.6,0.2,0.2,2.6,2.0,1.8,0.6,0.8,1.4,0.4,0.2,0.2,0.6,0.6,0.2,0.2,0.4,0.6,0.4,0.6,0.4,0.8,0.8,0.8,0.6,0.8,0.4,0.2,0.2,0.0,0.0,1.6,0.6,1.0,0.0,0.6,0.6,0.6,0.4,0.4,1.0,0.2,0.0,0.8,0.6,0.4,0.0,1.0,1.4,0.8,0.6,0.2,0.8,0.8,0.6,0.4,0.6,0.2,0.2,0.6,0.6,0.4,0.6,10.6,8.6,0.6,0.6,0.6,0.6,0.6,0.4,0.6,0.4,5.4,4.4,0.8,1.0,0.6,0.8,0.6,0.4,5.2,4.2,0.8,0.4,0.6,0.4,0.6,0.4,5.4,3.6,5.2,5.0,0.6,0.4,0.6,0.4,0.6,0.2,0.6,1.0,0.6,0.8,0.6,0.2,0.4,0.2,0.8,0.6,0.8,0.4,0.6,0.2,0.4,0.2,7,5,2,2,5,3,1.72,0.61,1.23,1.53,0.6,0.4,0.2,0.6
Strasbourg,Montpellier,0.8,0.4,2,3,0,1,0.2,0.0,0.6,0.2,0.2,0.8,2.4,2.0,0.8,0.8,1.6,1.2,0.4,0.2,0.2,0.2,0.0,0.0,0.6,0.2,0.6,0.8,0.6,0.2,0.8,0.8,0.6,0.8,0.6,0.2,0.2,0.2,0.2,0.0,1.4,1.0,0.4,0.4,1.0,0.6,0.6,0.8,0.6,0.6,0.2,0.2,0.6,0.4,0.4,0.2,1.0,1.0,0.4,0.4,0.6,0.6,0.6,0.4,0.6,0.6,0.2,0.4,0.6,0.6,0.4,0.4,11.8,8.8,1.0,0.6,1.0,0.6,0.6,0.4,0.4,0.4,5.6,4.6,1.0,1.0,1.0,0.4,0.6,0.4,6.2,4.2,1.0,0.6,0.8,0.6,0.6,0.4,6.6,2.8,5.2,6.0,1.0,0.4,1.0,0.4,0.4,0.4,1.0,0.4,1.0,0.4,0.8,0.4,0.2,0.4,1.0,0.6,1.0,0.4,0.6,0.0,0.2,0.0,4,6,0,4,4,2,1.37,1.13,1.18,1.41,0.6,0.2,0.6,0.4
Reims,Monaco,0.65,0.2,0,1,0,1,0.0,0.8,0.2,0.2,0.8,0.0,2.0,2.2,0.8,2.0,1.2,0.2,0.4,0.8,0.4,0.2,0.2,0.6,0.4,0.0,0.6,0.0,0.4,0.0,0.6,1.0,0.6,0.6,0.4,0.4,0.4,0.2,0.0,0.0,0.8,0.6,0.4,0.6,0.4,0.0,0.8,1.0,0.6,0.4,0.2,0.0,0.4,0.6,0.2,0.0,1.2,1.6,0.4,1.4,0.8,0.2,0.4,0.8,0.8,0.2,0.2,0.0,0.6,1.0,0.2,0.4,8.2,7.8,0.2,0.6,0.2,0.4,0.2,0.2,0.2,0.2,3.6,4.4,0.8,1.0,0.4,0.6,0.2,0.4,4.6,3.4,0.6,0.4,0.4,0.2,0.2,0.2,4.6,4.2,3.6,3.6,0.6,0.6,0.6,0.6,0.2,0.4,1.0,1.0,0.8,0.8,0.6,0.4,0.2,0.2,0.6,0.6,0.6,0.4,0.2,0.4,0.2,0.2,3,3,1,1,2,2,0.83,1.37,1.37,0.7,0.4,0.0,0.6,0.8
Rennes,Paris Saint Germain,0.35,0.1,1,1,0,1,0.6,1.0,0.4,0.0,0.0,0.0,2.6,4.0,1.6,3.2,1.0,0.8,0.4,0.4,0.2,0.0,0.2,0.8,0.4,0.2,0.4,0.6,0.4,0.6,1.0,1.0,0.6,0.8,0.4,0.8,0.2,0.8,0.2,0.4,1.2,1.8,0.6,1.8,0.6,0.0,0.4,1.0,0.4,0.0,0.4,0.0,0.8,1.0,0.4,0.6,1.4,2.2,1.0,1.4,0.4,0.8,0.6,0.4,0.6,0.2,0.0,0.6,0.8,0.8,0.2,0.8,8.0,7.8,0.6,0.6,0.4,0.6,0.2,0.2,0.0,0.0,3.6,3.2,0.8,0.6,0.4,0.6,0.2,0.2,4.4,4.6,1.0,0.8,0.4,0.4,0.0,0.4,6.0,4.4,2.0,3.4,0.8,0.8,0.8,0.2,0.8,0.2,0.8,0.8,0.8,0.8,0.6,0.4,0.4,0.4,1.0,0.8,1.0,0.6,0.8,0.2,0.4,0.2,9,3,2,3,7,0,1.5,1.63,0.96,1.26,0.2,0.6,0.2,0.8
Köln,Freiburg,0.9444444444444444,0.5555555555555556,1,4,0,2,0.2,0.2,0.4,0.8,0.4,0.0,3.0,2.2,1.4,0.6,1.6,1.6,0.0,0.0,0.2,0.6,0.6,0.2,0.4,0.4,0.8,0.4,0.6,0.4,1.0,1.0,0.8,0.6,0.6,0.6,0.4,0.0,0.2,0.0,0.8,0.6,0.4,0.2,0.4,0.4,0.6,0.8,0.6,0.8,0.4,0.0,0.4,0.4,0.4,0.2,2.2,1.6,1.0,0.4,1.2,1.2,0.0,0.0,0.2,0.8,0.8,0.2,1.0,1.0,0.8,0.4,8.0,6.8,0.4,0.4,0.2,0.4,0.2,0.4,0.2,0.2,3.6,3.6,0.8,0.8,0.4,0.4,0.2,0.2,4.4,3.2,0.6,0.4,0.4,0.2,0.4,0.2,3.2,3.6,4.8,3.2,0.4,0.4,0.4,0.2,0.2,0.2,0.6,1.0,0.4,0.4,0.4,0.4,0.2,0.2,0.6,0.8,0.4,0.6,0.2,0.2,0.0,0.0,3,2,1,1,2,1,1.68,1.13,1.5,1.54,0.4,0.0,0.6,0.4
Eintracht Frankfurt,Mainz 05,0.2777777777777778,0.6666666666666666,1,1,0,1,0.8,0.8,0.0,0.0,0.2,0.2,4.2,2.4,2.8,1.6,1.4,0.8,0.2,0.4,0.0,0.2,0.8,0.6,0.4,0.2,0.8,0.6,0.6,0.6,1.0,0.8,1.0,0.6,0.6,0.6,0.4,0.2,0.4,0.2,2.4,1.6,1.8,1.0,0.6,0.6,0.6,0.4,0.2,0.2,0.4,0.6,0.8,0.8,0.6,0.6,1.8,0.8,1.0,0.6,0.8,0.2,0.4,0.8,0.2,0.6,0.4,0.2,1.0,0.4,0.4,0.2,12.2,9.6,0.8,0.8,0.8,0.4,0.8,0.4,0.6,0.4,6.0,4.6,1.0,1.0,1.0,0.6,0.8,0.6,6.2,5.0,0.6,0.8,0.6,0.6,0.6,0.2,6.2,5.6,6.0,4.0,0.6,1.0,0.6,0.6,0.6,0.4,1.0,1.0,0.8,0.8,0.6,0.4,0.2,0.4,0.8,0.8,0.6,0.8,0.4,0.8,0.4,0.4,8,2,4,0,4,2,1.84,1.55,2.08,1.31,0.6,0.4,0.4,0.4
Hertha BSC,Arminia Bielefeld,0.8333333333333334,0.8888888888888888,0,0,0,0,0.6,0.2,0.2,0.4,0.2,0.4,3.2,2.6,2.0,0.6,1.2,2.0,0.4,0.2,0.2,0.6,0.8,0.2,0.4,0.4,0.4,0.4,0.4,0.2,1.0,0.8,1.0,0.8,1.0,0.6,0.2,0.2,0.0,0.2,2.0,0.8,1.2,0.2,0.8,0.6,0.4,0.8,0.4,0.8,0.2,0.0,1.0,0.4,0.6,0.2,1.2,1.8,0.8,0.4,0.4,1.4,0.8,0.2,0.4,0.6,0.0,0.4,0.8,0.8,0.4,0.8,10.0,8.2,0.6,0.4,0.6,0.4,0.6,0.4,0.4,0.2,3.0,4.2,0.8,0.8,0.4,0.6,0.0,0.4,7.0,3.2,1.0,0.4,0.8,0.2,0.8,0.0,5.6,2.8,4.4,5.4,0.8,0.2,0.4,0.2,0.4,0.0,0.8,0.8,0.4,0.6,0.0,0.2,0.0,0.0,1.0,0.6,1.0,0.0,0.8,0.0,0.6,0.0,4,3,3,2,1,1,1.79,0.98,1.23,2.27,0.4,0.0,0.6,0.8
Genoa,Sassuolo,0.7,0.4,1,2,0,1,0.2,0.4,0.0,0.6,0.8,0.0,2.4,2.8,1.4,1.2,1.0,1.6,0.2,0.2,0.0,0.2,0.4,0.4,0.2,0.6,0.8,0.6,0.2,0.6,1.0,1.0,1.0,0.8,0.2,0.6,0.2,0.2,0.0,0.2,1.6,1.2,0.8,0.6,0.8,0.6,0.4,0.4,0.4,0.6,0.6,0.0,0.6,1.0,0.6,0.2,0.8,1.6,0.6,0.6,0.2,1.0,0.8,0.4,0.6,0.6,0.2,0.2,0.4,0.8,0.4,0.6,5.4,10.0,0.2,1.0,0.2,1.0,0.0,0.6,0.0,0.4,2.2,4.6,0.4,1.0,0.2,0.8,0.0,0.6,3.2,5.4,0.2,1.0,0.2,0.8,0.2,0.2,3.0,6.4,2.4,3.6,0.4,0.8,0.2,0.8,0.2,0.8,0.8,1.0,0.2,0.8,0.0,0.6,0.0,0.4,0.8,1.0,0.6,0.8,0.2,0.6,0.2,0.4,8,2,6,2,2,0,1.06,1.15,1.12,1.73,0.0,0.6,0.4,0.8
Parma,Atalanta,0.95,0.15,2,5,0,1,0.2,0.4,0.8,0.2,0.0,0.4,3.8,2.4,1.6,1.4,2.2,1.0,0.2,0.2,0.0,0.2,0.4,0.4,0.8,0.2,0.8,0.6,0.8,0.2,1.0,1.0,1.0,0.8,0.8,0.2,0.4,0.2,0.2,0.2,1.6,1.2,0.6,1.2,1.0,0.0,0.6,1.0,0.4,0.2,0.2,0.0,0.8,0.8,0.4,0.4,2.2,1.2,1.0,0.2,1.2,1.0,0.2,0.2,0.2,0.8,0.6,0.2,1.0,0.8,0.8,0.2,8.4,10.2,0.6,0.8,0.6,0.6,0.6,0.6,0.4,0.6,3.4,5.6,0.6,1.0,0.6,1.0,0.4,0.8,5.0,4.6,0.6,0.8,0.6,0.6,0.6,0.6,3.4,6.4,5.0,3.8,0.4,1.0,0.4,0.8,0.4,0.8,0.6,1.0,0.4,0.8,0.0,0.8,0.0,0.8,0.8,1.0,0.4,0.8,0.4,0.6,0.4,0.2,1,3,0,1,1,2,1.72,1.95,1.97,1.01,0.4,0.6,0.2,0.0
Benevento,Cagliari,0.9,0.85,1,3,1,1,0.0,0.2,0.8,0.4,0.2,0.4,3.8,2.2,1.0,1.0,2.8,1.2,0.0,0.2,0.4,0.2,0.4,0.2,0.8,0.4,0.6,0.6,0.6,0.4,1.0,1.0,0.8,0.6,0.8,0.4,0.6,0.2,0.4,0.0,2.0,0.4,0.4,0.2,1.6,0.2,0.2,0.8,0.6,0.8,0.2,0.0,1.0,0.4,0.6,0.0,1.8,1.8,0.6,0.8,1.2,1.0,0.2,0.4,0.4,0.2,0.6,0.4,0.8,1.0,0.6,0.4,10.0,6.4,0.8,0.4,0.8,0.0,0.6,0.0,0.6,0.0,3.8,2.8,0.8,0.4,0.6,0.4,0.4,0.2,6.2,3.6,1.0,0.6,1.0,0.2,0.4,0.0,5.4,3.0,4.6,3.4,0.4,0.6,0.4,0.4,0.4,0.0,0.4,0.6,0.4,0.4,0.4,0.2,0.2,0.0,1.0,0.8,1.0,0.4,0.8,0.4,0.4,0.2,4,5,3,1,1,4,1.55,1.81,1.75,1.21,0.8,0.0,0.4,0.8
Hellas Verona,Torino,0.5,0.75,1,1,0,0,0.0,0.4,0.8,0.4,0.2,0.2,2.0,2.2,0.4,1.0,1.6,1.2,0.0,0.4,0.6,0.2,0.0,0.2,0.6,0.2,0.4,0.4,0.2,0.2,1.0,1.0,0.8,0.4,0.2,0.2,0.0,0.2,0.0,0.2,0.8,0.8,0.0,0.2,0.8,0.6,0.4,0.4,1.0,0.8,0.0,0.2,0.6,0.6,0.2,0.2,1.2,1.4,0.4,0.8,0.8,0.6,0.2,0.8,0.6,0.2,0.4,0.2,0.8,0.8,0.4,0.2,9.4,10.8,1.0,1.0,0.8,0.8,0.4,0.6,0.2,0.4,3.8,5.6,0.8,1.0,0.6,1.0,0.4,0.6,5.6,5.2,0.8,0.8,0.8,0.6,0.8,0.4,5.4,5.8,4.0,5.0,1.0,0.8,0.8,0.6,0.2,0.6,0.8,0.8,0.6,0.8,0.2,0.6,0.0,0.2,1.0,1.0,1.0,1.0,0.8,0.8,0.6,0.4,9,3,2,1,7,2,0.78,1.32,1.28,1.57,0.4,0.2,0.4,0.4
Roma,Crotone,0.4,1.0,5,0,0,0,0.4,0.2,0.4,0.8,0.2,0.0,1.8,6.0,0.8,2.4,1.0,3.6,0.4,0.0,0.2,0.0,0.0,0.8,0.4,1.0,0.4,1.0,0.2,1.0,1.0,1.0,0.6,1.0,0.2,1.0,0.0,1.0,0.0,1.0,1.2,2.8,0.4,1.4,0.8,1.4,0.4,0.2,0.6,0.0,0.0,0.8,1.0,1.0,0.2,0.8,0.6,3.2,0.4,1.0,0.2,2.2,0.8,0.0,0.6,0.2,0.2,0.8,0.4,1.0,0.2,1.0,10.6,8.4,1.0,0.4,0.8,0.4,0.8,0.4,0.4,0.2,7.4,2.8,1.0,0.6,1.0,0.4,1.0,0.2,3.2,5.6,0.2,0.8,0.2,0.8,0.2,0.8,5.2,3.8,5.4,4.6,1.0,0.6,0.6,0.4,0.4,0.2,1.0,0.6,0.8,0.4,0.6,0.4,0.6,0.0,1.0,1.0,0.8,0.8,0.2,0.6,0.0,0.0,8,4,6,0,2,4,1.43,1.17,1.7,2.58,0.6,0.8,0.0,0.6
Juventus,Milan,0.2,0.25,0,3,0,1,0.8,0.8,0.2,0.2,0.0,0.0,3.2,3.4,2.2,2.0,1.0,1.4,0.0,0.2,0.2,0.2,0.8,0.8,0.0,0.4,0.8,0.6,0.8,0.6,1.0,1.0,0.8,1.0,0.8,0.8,0.6,0.4,0.0,0.2,1.4,1.4,1.0,1.0,0.4,0.4,0.6,0.6,0.2,0.2,0.4,0.2,0.8,1.0,0.6,0.4,1.8,2.0,1.2,1.0,0.6,1.0,0.4,0.2,0.2,0.2,0.4,0.6,1.0,1.0,0.8,0.8,10.4,11.6,1.0,1.0,0.6,1.0,0.6,0.8,0.4,0.4,3.8,5.6,0.8,0.8,0.4,0.6,0.2,0.4,6.6,6.0,1.0,0.8,0.8,0.8,0.6,0.8,5.8,5.8,4.6,5.8,0.8,0.6,0.6,0.6,0.6,0.6,1.0,0.8,0.8,0.8,0.4,0.6,0.2,0.2,0.8,1.0,0.6,0.6,0.6,0.4,0.4,0.4,8,2,4,1,4,1,2.25,1.84,1.05,1.61,0.4,0.4,0.2,0.4
Getafe,SD Eibar,0.75,1.0,0,1,0,0,0.2,0.0,0.2,0.8,0.6,0.2,1.2,3.0,0.8,0.4,0.4,2.6,0.6,0.0,0.6,0.6,0.2,0.0,0.0,0.6,0.2,0.4,0.0,0.2,0.6,1.0,0.4,0.8,0.2,0.4,0.0,0.4,0.0,0.4,0.4,1.6,0.2,0.2,0.2,1.4,0.8,0.0,0.8,0.8,0.0,0.2,0.4,1.0,0.0,0.6,0.8,1.4,0.6,0.2,0.2,1.2,0.8,0.4,0.6,0.8,0.0,0.2,0.6,0.6,0.2,0.4,12.2,12.0,1.0,1.0,1.0,1.0,0.8,1.0,0.8,1.0,6.6,5.8,1.0,1.0,1.0,0.8,1.0,0.8,5.6,6.2,0.8,0.8,0.8,0.8,0.8,0.6,5.2,6.4,7.0,5.6,0.6,0.6,0.4,0.6,0.4,0.6,1.0,1.0,0.6,0.8,0.4,0.4,0.2,0.0,1.0,0.6,0.8,0.6,0.6,0.6,0.2,0.6,4,2,1,0,3,2,2.03,0.93,0.96,1.7,0.2,0.8,0.2,0.2
Valencia,Real Valladolid,0.7,0.85,3,0,1,0,0.4,0.0,0.2,0.2,0.4,0.8,3.4,1.8,1.8,0.8,1.6,1.0,0.0,0.2,0.0,0.4,0.8,0.2,0.4,0.2,1.0,0.6,0.8,0.2,1.0,0.8,1.0,0.6,0.8,0.2,0.4,0.2,0.2,0.0,0.8,0.4,0.2,0.0,0.6,0.4,0.6,0.6,0.8,1.0,0.0,0.0,0.6,0.4,0.2,0.0,2.6,1.4,1.6,0.8,1.0,0.6,0.4,0.4,0.0,0.4,0.6,0.4,1.0,0.8,1.0,0.4,7.2,9.0,0.6,0.8,0.4,0.6,0.0,0.6,0.0,0.2,3.8,4.2,0.6,0.8,0.6,0.6,0.6,0.6,3.4,4.8,0.2,0.6,0.2,0.6,0.2,0.4,4.2,4.4,3.0,4.6,0.6,0.6,0.4,0.6,0.2,0.4,0.8,0.6,0.6,0.4,0.6,0.2,0.4,0.0,0.8,1.0,0.2,0.8,0.2,0.6,0.2,0.4,1,9,1,4,0,5,1.86,0.88,1.99,1.0,0.4,0.0,0.8,0.8
Villarreal,Celta de Vigo,0.3,0.5,2,4,1,3,0.4,0.4,0.6,0.4,0.0,0.2,2.4,3.2,1.0,1.6,1.4,1.6,0.2,0.2,0.2,0.4,0.2,0.4,0.6,0.6,0.6,0.6,0.6,0.6,1.0,0.8,0.8,0.8,0.6,0.6,0.0,0.4,0.0,0.2,1.0,2.0,0.4,1.2,0.6,0.8,0.6,0.6,0.6,0.4,0.2,0.4,0.6,0.6,0.2,0.6,1.4,1.2,0.6,0.4,0.8,0.8,0.4,0.4,0.4,0.8,0.4,0.2,0.8,0.6,0.4,0.4,9.8,8.2,0.8,0.6,0.6,0.4,0.6,0.2,0.6,0.2,4.0,3.6,0.8,0.6,0.8,0.4,0.4,0.2,5.8,4.6,1.0,0.8,0.8,0.6,0.6,0.2,6.2,3.4,3.6,4.8,1.0,0.4,0.8,0.2,0.6,0.2,1.0,1.0,0.6,0.4,0.4,0.2,0.2,0.2,1.0,0.8,1.0,0.4,0.8,0.0,0.6,0.0,5,3,2,3,3,0,1.58,1.06,1.5,1.61,0.2,0.4,0.2,0.6
Real Madrid,Sevilla,0.15,0.2,2,2,0,1,0.8,0.6,0.0,0.2,0.2,0.2,2.0,3.2,1.6,1.8,0.4,1.4,0.6,0.2,0.2,0.0,0.8,0.4,0.0,0.4,0.4,0.8,0.4,0.6,0.8,1.0,0.8,0.8,0.4,0.6,0.0,0.2,0.0,0.2,0.6,1.8,0.6,0.8,0.0,1.0,1.0,0.4,0.6,0.6,0.0,0.4,0.4,0.6,0.2,0.4,1.4,1.4,1.0,1.0,0.4,0.4,0.6,0.8,0.4,0.2,0.2,0.2,0.8,0.8,0.4,0.4,10.0,8.2,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.0,3.6,3.4,0.8,0.8,0.6,0.6,0.4,0.0,6.4,4.8,0.8,0.8,0.8,0.6,0.8,0.4,6.4,3.8,3.6,4.4,1.0,0.2,1.0,0.2,0.8,0.2,0.8,1.0,0.8,0.6,0.4,0.4,0.4,0.0,1.0,0.6,1.0,0.4,0.8,0.2,0.4,0.2,7,3,3,2,4,1,1.93,1.87,0.75,1.06,0.2,0.4,0.4,0.6
Fulham,Burnley,0.9,0.85,0,2,0,2,0.2,0.4,0.8,0.6,0.0,0.0,1.8,4.0,0.4,1.8,1.4,2.2,0.2,0.2,0.6,0.2,0.0,0.6,0.4,0.6,0.2,0.6,0.2,0.6,1.0,1.0,0.4,1.0,0.4,1.0,0.0,0.8,0.0,0.2,0.6,2.6,0.2,1.4,0.4,1.2,0.6,0.4,0.8,0.4,0.2,0.4,0.4,0.8,0.2,0.8,1.2,1.4,0.2,0.4,1.0,1.0,0.4,0.4,0.8,0.6,0.0,0.2,0.8,0.8,0.2,0.2,9.6,11.0,0.4,0.8,0.4,0.8,0.4,0.8,0.2,0.8,3.6,4.6,0.8,0.8,0.4,0.8,0.4,0.6,6.0,6.4,0.8,1.0,0.4,1.0,0.2,1.0,6.0,4.6,3.6,6.4,0.8,0.8,0.4,0.4,0.4,0.2,0.8,1.0,0.6,0.6,0.4,0.4,0.4,0.0,1.0,1.0,0.8,0.8,0.4,0.4,0.4,0.2,8,4,1,4,7,0,1.07,1.32,1.24,1.87,0.2,0.8,0.2,0.4
Real Betis,Granada,0.35,0.5,2,1,1,0,0.4,0.4,0.0,0.6,0.6,0.0,2.6,3.0,1.6,1.4,1.0,1.6,0.4,0.0,0.2,0.0,0.6,0.4,0.4,0.6,0.6,1.0,0.4,1.0,0.8,1.0,0.8,1.0,0.4,1.0,0.4,0.0,0.2,0.0,1.4,1.0,0.6,0.0,0.8,1.0,0.4,0.0,0.6,1.0,0.4,0.0,0.6,1.0,0.6,0.0,1.2,2.0,1.0,1.4,0.2,0.6,0.8,0.4,0.6,0.0,0.0,0.6,0.6,1.0,0.4,1.0,9.2,9.0,0.8,0.4,0.8,0.4,0.4,0.4,0.2,0.2,3.2,4.6,0.6,0.8,0.4,0.8,0.2,0.8,6.0,4.4,0.8,0.6,0.6,0.4,0.6,0.2,6.4,4.6,2.8,4.4,1.0,0.8,0.8,0.4,0.4,0.2,0.8,1.0,0.6,0.6,0.4,0.2,0.2,0.2,1.0,0.8,1.0,0.8,1.0,0.4,0.4,0.4,9,2,6,1,3,1,1.52,1.21,1.0,1.58,0.2,0.2,0.2,1.0
